eventID,orig_last_modified,time_value,time_value_ms,quality_standardError,latitude_value,longitude_value,depth_value, absolute_depth_value, magnitude_value_P,quality_XellipseError,quality_YellipseError,theta_ellipseError,station_coda,coda_value, quality_associatedPhaseCount,quality_associated_SPhaseCount,  quality_azimuthalGap,quality_MinEpicDist,quality_MinHipoDist, creationInfo_agencyID
2010122023.42P,2010-12-24T08:28:07,2010-12-20 11:41:47,   450,0.821,   0.8197, -80.3730,  12.00,  -8.70,   3.90,   2.30,   7.26,   47.28,   vc1,   120,    21,    3, 269.45, 121.53, 122.12,    EPN
2010122100.01P,2010-12-24T08:47:26,2010-12-21 12:01:14,   820,0.521,   0.3780, -78.9680,  14.08, -10.78,   3.90,   0.97,   1.34,   54.92,   vc1,   150,    41,    9, 172.73,  70.59,  71.98,    EPN
2010122200.08P,2010-12-24T09:17:22,2010-12-22 12:08:17,   630,0.624,  -2.6454, -78.0659,  12.00,  -8.70,   4.00,   1.88,   7.19,  157.92,   vc1,   150,    35,    7, 323.92, 133.00, 133.54,    EPN
2010122310.10P,2010-12-24T10:37:23,2010-12-23 10:10:05,   790,0.370,  -1.7091, -77.7561,   8.99,  -5.69,   3.60,   1.90,   3.56,  106.25,   vc1,    90,    26,    5, 301.77,  78.65,  79.17,    EPN
2010122319.29P,2010-12-24T10:53:23,2010-12-23 07:29:39,   850,0.891,   0.4508, -80.2009,   6.24,  -2.94,   3.80,   2.06,   5.77,   52.60,   vc1,   110,    28,    5, 241.18,  74.99,  75.25,    EPN
2010122412.22P,2011-01-04T12:10:08,2010-12-24 12:21:57,   330,0.687,  -2.6909, -78.0585,  12.00,  -8.70,   3.80,   4.24,  26.57,  160.04,   vc1,   100,    15,    3, 343.12, 138.17, 138.69,    EPN
2010122522.57P,2011-01-04T15:57:10,2010-12-25 10:56:52,   650,0.396,  -1.3745, -81.8864,   4.77,  -1.47,   4.40,   3.05,   5.68,   94.17,   vc1,   200,    15,    1, 324.27,  91.18,  91.30,    EPN
2010122601.58P,2011-01-05T11:43:27,2010-12-26 01:58:22,   680,0.483,  -1.6347, -77.7790, 214.35,-211.05,   4.20,   1.89,   2.93,   42.87,   vc1,   240,    40,    6, 274.01,  73.30, 226.54,    EPN
2010122603.30P,2011-01-05T11:54:42,2010-12-26 03:29:53,   170,0.640,  -0.8905, -79.6510,  37.47, -34.17,   3.70,   0.97,   1.60,  103.14,   vc1,   100,    42,   12, 134.73,  82.21,  90.35,    EPN
2010122711.09P,2011-01-05T14:22:28,2010-12-27 11:09:44,   490,0.687,  -0.8008, -80.6024,  22.78, -19.48,   3.80,   4.11,   6.54,   62.81,   vc1,   100,    13,    2, 196.56,  31.32,  38.73,    EPN
2010122716.18P,2011-01-05T14:35:41,2010-12-27 04:18:35,    60,0.739,  -1.8970, -80.2235,  18.10, -14.80,   4.40,   2.54,   5.12,  134.25,   vc1,   240,    45,    8, 229.06, 109.27, 110.76,    EPN
2010122723.23P,2011-01-05T15:10:10,2010-12-27 11:23:10,   860,0.413,  -2.4565, -79.1245,  12.00,  -8.70,   3.60,   2.01,   9.13,   37.36,   vc1,    80,    19,    3, 343.29, 120.19, 120.79,    EPN
2010122809.49P,2011-01-06T10:36:34,2010-12-28 09:48:59,    60,0.451,  -2.1568, -78.9482, 101.78, -98.48,   3.80,   6.65,  11.51,    0.79,   vc1,   120,    22,    1, 331.47,  81.68, 130.50,    EPN
2010122821.03P,2011-01-06T10:50:13,2010-12-28 09:03:35,   400,0.319,  -2.5271, -77.9087,  12.00,  -8.70,   3.80,   1.69,   6.10,  150.28,   vc1,   100,    10,    3, 331.79, 127.61, 128.17,    EPN
2010122821.19P,2011-01-06T10:57:47,2010-12-28 09:19:18,   650,0.659,  -3.5035, -79.2861,  12.00,  -8.70,   3.90,   3.00,  21.44,   19.99,   vc1,   100,    12,    2, 348.42, 235.00, 235.31,    EPN
2010122912.29P,2011-01-06T11:55:35,2010-12-29 12:29:32,   110,0.420,  -2.3547, -77.5534,  11.31,  -8.01,   3.60,   1.47,   5.50,  126.96,   vc1,    80,    22,    7, 326.24, 136.16, 136.62,    EPN
2010122920.35P,2011-01-06T11:56:56,2010-12-29 08:35:22,   390,0.645,  -2.2272, -79.7279,  20.59, -17.29,   4.30,   1.48,   5.13,   89.91,   vc1,   230,    53,   11, 258.72, 146.13, 147.58,    EPN
2010123002.11P,2011-01-06T12:30:35,2010-12-30 02:10:57,   950,0.399,  -2.7039, -79.0493,  33.24, -29.94,   4.00,   1.99,   3.92,   59.25,   vc1,   150,    23,    2, 286.41, 142.38, 146.21,    EPN
2010123104.22P,2011-01-06T13:08:52,2010-12-31 04:22:25,   650,0.954,  -0.7996, -80.5495,  36.58, -33.28,   3.70,   3.21,  10.87,   55.98,   vc1,    90,    16,    2, 202.43,  18.75,  41.11,    EPN
2011010100.52P,2011-01-07T08:18:04,2011-01-01 12:52:48,   950,0.477,  -0.8142, -78.3895,   8.87,  -5.57,   4.00,   0.43,   1.22,    5.41,   vc1,   220,    44,    8, 132.57,  12.62,  15.42,    EPN
2011010111.29P,2011-01-07T08:36:56,2011-01-01 11:28:55,   900,0.300,  -2.7776, -79.6939,  71.73, -68.43,   4.40,   1.39,   4.46,   89.46,   vc1,   250,    14,    3, 272.99, 195.64, 208.38,    EPN
2011010116.38P,2011-01-07T08:45:25,2011-01-01 04:38:04,   720,0.835,   1.5510, -79.2676,  12.00,  -8.70,   4.10,   3.49,   9.13,  139.94,   vc1,   160,    20,    5, 237.30, 165.15, 165.58,    EPN
2011010210.45P,2011-01-07T09:29:12,2011-01-02 10:45:25,   680,0.431,  -1.0229, -78.4275,  12.90,  -9.60,   3.60,   0.41,   2.03,    3.36,   vc1,   110,    38,   10, 143.90,   6.12,  14.28,    EPN
2011010321.30P,2011-01-07T11:36:39,2011-01-03 09:29:46,   600,0.379,  -2.8262, -79.3822,  48.81, -45.51,   3.90,   2.92,   8.09,   40.10,   vc1,   110,     9,    1, 340.56, 178.01, 184.58,    EPN
2011010322.37P,2011-04-02T20:55:09,2011-01-03 10:36:19,   720,0.793,  -3.9651, -79.5845,   5.16,  -1.86,   3.90,   3.80,  29.94,   25.88,   vc1,   220,    16,    2, 349.37, 294.40, 294.45,    EPN
2011010418.07P,2011-01-07T12:54:38,2011-01-04 06:06:49,   450,0.571,  -0.8451, -79.7839,  20.95, -17.65,   3.70,   1.19,   2.84,   83.03,   vc1,   100,    18,    5, 168.61, 145.28, 146.78,    EPN
2011010508.24P,2011-01-07T13:53:51,2011-01-05 08:24:30,   610,0.634,  -0.6256, -79.5512, 110.89,-107.59,   3.50,   2.03,   3.45,   78.68,   vc1,    80,    22,    6, 177.60, 117.09, 161.26,    EPN
2011010512.09P,2011-01-07T13:41:27,2011-01-05 12:09:31,   450,0.528,  -0.1230, -77.7600,  23.01, -19.71,   3.50,   2.19,   5.16,   75.11,   vc1,    80,    11,    2, 132.32,  10.70,  25.38,    EPN
2011010600.14P,2011-01-07T15:33:33,2011-01-06 12:14:08,   320,0.992,  -2.5733, -80.4282,  20.00, -16.70,   4.00,   3.40,  31.84,  126.71,   vc1,   130,    18,    2, 271.96, 162.38, 163.60,    EPN
2011010606.36P,2011-01-07T15:43:17,2011-01-06 06:35:35,   920,0.721,  -2.9962, -79.7311,  12.00,  -8.70,   4.40,   3.88,   8.26,   72.79,   vc1,   250,    21,    1, 280.79, 185.56, 185.95,    EPN
2011010606.58P,2011-01-07T15:58:05,2011-01-06 06:57:34,   160,0.712,  -3.0210, -79.8702,  12.00,  -8.70,   4.20,   3.53,   8.34,   83.65,   vc1,   180,    27,    2, 281.33, 198.10, 198.46,    EPN
2011010607.27P,2011-01-07T16:00:25,2011-01-06 07:27:02,   950,0.482,  -2.6186, -78.0366,   7.35,  -4.05,   3.70,   2.35,  10.71,  158.96,   vc1,    90,    16,    4, 342.42, 131.24, 131.44,    EPN
2011010618.25P,2011-01-07T16:02:26,2011-01-06 06:25:34,   570,0.670,  -1.7208, -78.9885,  30.54, -27.24,   4.10,   1.90,   4.93,   49.48,   vc1,   200,    41,    7, 188.63,  40.45,  50.69,    EPN
2011010708.48P,2011-01-10T12:52:16,2011-01-07 08:47:33,   310,0.347,  -0.0201, -79.6199,  12.00,  -8.70,   3.60,   2.57,   8.21,  150.89,   vc1,    80,     6,    1, 303.72, 151.72, 152.19,    EPN
2011010710.07P,2011-01-10T12:24:52,2011-01-07 10:07:37,    20,0.289,  -1.0367, -78.2661,   9.99,  -6.69,   3.80,   0.36,   1.67,    4.49,   vc1,   150,    29,    3, 166.76,  13.49,  16.78,    EPN
2011010811.00P,2011-01-20T13:10:28,2011-01-08 10:59:49,   110,0.767,  -3.1268, -80.1266,  21.72, -18.42,   3.90,   6.12,  15.50,   50.25,   vc1,   100,    14,    1, 340.88, 245.78, 246.73,    EPN
2011010818.05P,2011-01-20T13:29:49,2011-01-08 06:05:35,   580,0.226,  -2.5618, -77.9869,  24.44, -21.14,   3.90,   1.14,  10.65,  156.12,   vc1,   120,     8,    2, 347.29, 127.39, 129.71,    EPN
2011011102.33P,2011-01-20T17:17:01,2011-01-11 02:32:55,   960,0.431,  -1.4806, -79.0513,  48.22, -44.92,   3.50,   3.44,   6.44,   83.14,   vc1,    80,    24,    3, 286.03,  45.86,  66.54,    EPN
2011011107.57P,2011-01-20T17:25:38,2011-01-11 07:57:32,   550,0.412,  -1.5622, -77.9264,  88.02, -84.72,   3.70,   3.01,  13.58,    8.18,   vc1,   100,    14,    2, 282.32,  55.47, 104.04,    EPN
2011011212.20P,2011-01-22T10:36:18,2011-01-12 12:20:04,   550,0.713,  -3.2158, -79.8119,  28.38, -25.08,   4.60,   3.07,   3.81,   93.89,   vc1,   300,    40,    8, 288.25, 129.99, 133.05,    EPN
2011011406.38P,2011-01-22T13:00:20,2011-01-14 06:37:52,   850,0.362,  -1.5455, -78.9939, 111.71,-108.41,   3.70,   2.10,   3.72,   62.86,   vc1,   100,    19,    1, 199.76,  39.94, 118.64,    EPN
2011011407.36P,2011-01-22T13:22:40,2011-01-14 07:36:25,   730,0.203,   0.0468, -79.1268,  27.37, -24.07,   3.50,   2.62,   3.94,  170.32,   vc1,    80,     9,    1, 327.37,  62.00,  67.78,    EPN
2011011517.21P,2011-01-22T14:34:34,2011-01-15 05:21:17,   440,0.715,  -2.8110, -79.5641,  12.00,  -8.70,   3.80,   4.22,  12.46,   71.85,   vc1,   100,    11,    1, 297.24, 179.21, 179.61,    EPN
2011011518.51P,2011-01-22T14:36:25,2011-01-15 06:51:20,   650,0.358,  -2.1641, -79.7267,  24.22, -20.92,   3.80,   2.06,   8.36,   81.31,   vc1,   100,    20,    2, 325.06, 142.21, 144.26,    EPN
2011011713.16P,2011-01-22T15:39:03,2011-01-17 01:15:52,   990,0.688,  -1.7586, -77.7266, 182.98,-179.68,   3.50,   9.87,  24.08,    1.99,   vc1,    70,    15,    4, 320.31,  83.72, 201.22,    EPN
2011011900.34P,2011-01-24T15:55:49,2011-01-19 12:33:51,   480,0.555,  -1.5963, -77.8230, 199.67,-196.37,   4.20,   2.12,   3.39,   45.87,   vc1,   250,    49,    8, 250.51,  67.40, 210.74,    EPN
2011011906.47P,2011-01-24T16:37:09,2011-01-19 06:46:49,   630,0.282,  -1.5291, -77.7957, 181.57,-178.27,   3.70,   3.02,  12.97,    0.32,   vc1,   100,    19,    5, 306.32,  68.79, 194.16,    EPN
2011011909.40P,2011-01-24T16:42:12,2011-01-19 09:39:59,   150,0.709,  -2.8189, -80.4757,  12.00,  -8.70,   4.10,   6.14,  13.26,   54.75,   vc1,   150,    16,    1, 336.34, 251.92, 252.20,    EPN
2011011910.31P,2011-01-24T16:44:20,2011-01-19 10:31:27,   190,0.549,  -2.2261, -79.9809,  12.00,  -8.70,   3.80,   3.38,  12.78,   73.69,   vc1,   100,    16,    2, 326.89, 170.09, 170.51,    EPN
2011012000.20P,2011-01-28T14:46:41,2011-01-20 12:20:38,   130,0.500,  -2.4691, -79.7230,  76.21, -72.91,   3.70,   2.38,   5.31,   85.99,   vc1,    90,    24,    5, 274.54,  52.63,  92.62,    EPN
2011012007.48P,2011-01-28T15:18:19,2011-01-20 07:48:22,   220,0.356,  -2.2482, -78.8955, 100.84, -97.54,   3.70,   1.33,   3.60,   72.28,   vc1,   100,    27,    3, 248.66,  63.49, 119.16,    EPN
2011012011.02P,2011-01-28T15:24:44,2011-01-20 11:02:23,   530,0.472,  -2.6494, -77.9372,  12.00,  -8.70,   3.70,   2.06,  11.13,  153.00,   vc1,    90,    20,    4, 322.31, 138.51, 139.03,    EPN
2011012012.54P,2011-01-28T16:38:31,2011-01-20 12:53:36,   490,0.830,   3.3709, -78.4937,  12.00,  -8.70,   4.00,   3.32,  31.14,  179.20,   vc1,   100,    13,    4, 358.74, 448.07, 448.23,    EPN
2011012123.38P,2011-01-31T08:28:00,2011-01-21 11:38:15,   350,0.300,  -1.9151, -78.8039, 123.74,-120.44,   3.70,   1.16,   3.40,   63.92,   vc1,   100,    24,    2, 221.12,  58.30, 136.79,    EPN
2011012212.14P,2011-01-31T09:59:57,2011-01-22 12:14:20,    90,0.670,  -0.2730, -79.4202,  36.69, -33.39,   3.90,   1.27,   1.65,   67.98,   vc1,   150,    44,    6, 105.19,  32.95,  49.32,    EPN
2011012212.37P,2011-01-28T13:27:23,2011-01-22 12:37:01,   970,0.791,  -0.2769, -79.5817,  34.66, -31.36,   3.60,   2.87,   5.31,    6.73,   vc1,    90,    13,    4, 283.62, 134.23, 138.63,    EPN
2011012320.16P,2011-01-31T13:46:19,2011-01-23 08:16:03,   190,0.886,  -1.6270, -81.8395,  14.88, -11.58,   4.50,   5.71,   7.39,   12.37,   vc1,   220,    29,    1, 318.01,  94.27,  95.44,    EPN
2011012406.14P,2011-02-01T22:12:43,2011-01-24 06:13:55,   310,0.497,  -3.6362, -78.3885,  18.43, -15.13,   3.80,   2.42,  21.62,  178.24,   vc1,    90,     9,    2, 357.50, 236.58, 237.30,    EPN
2011012419.45P,2011-02-01T22:24:55,2011-01-24 07:44:57,   430,0.699,   0.1920, -79.0654,  26.10, -22.80,   3.70,   1.31,   3.31,   22.74,   vc1,   110,    28,    5, 222.06,  50.91,  57.21,    EPN
2011012421.47P,2011-02-01T22:27:56,2011-01-24 09:46:35,   540,0.237,  -2.3484, -76.9459,  38.93, -35.63,   3.50,   2.69,   3.68,  107.84,   vc1,    60,    14,    1, 339.37, 190.23, 194.18,    EPN
2011012618.34P,2011-02-02T00:36:21,2011-01-26 06:33:26,   670,0.909,   1.9372, -79.5766,  23.73, -20.43,   3.90,   7.52,  41.93,  157.47,   vc1,   100,    10,    1, 357.01, 311.79, 312.69,    EPN
2011012621.59P,2011-02-02T00:41:44,2011-01-26 09:59:34,   920,0.370,  -2.3396, -78.9143,  17.36, -14.06,   3.90,   1.93,   8.12,   26.55,   vc1,   120,    26,    5, 344.01,  99.24, 100.75,    EPN
2011020111.35P,2011-02-02T02:50:27,2011-02-01 11:35:08,   440,0.591,   0.7635, -77.0577,  12.00,  -8.70,   4.30,   2.30,   3.10,  104.82,   vc1,   250,    30,    4, 297.50, 101.73, 102.44,    EPN
2011020212.04P,2011-02-03T12:34:18,2011-02-02 12:04:33,   290,0.912,  -2.3067, -80.5216,  34.95, -31.65,   3.90,   2.80,   9.27,  114.29,   vc1,   100,    26,    3, 263.32,  69.24,  77.56,    EPN
2011020217.51P,2011-02-03T12:50:50,2011-02-02 05:51:22,   620,0.237,  -1.5014, -77.5299,  23.09, -19.79,   3.60,   0.92,   2.00,   24.60,   vc1,    90,    24,    2, 261.97,  97.80, 100.48,    EPN
2011020305.16P,2011-02-07T08:14:20,2011-02-03 05:16:28,   150,0.333,  -1.6717, -78.0183, 113.89,-110.59,   3.80,   7.01,  15.03,    6.67,   vc1,   120,    12,    0, 310.61,  49.98, 124.38,    EPN
2011020307.48P,2011-02-03T12:52:31,2011-02-03 07:48:10,   640,0.618,  -0.2041, -79.3370,  77.65, -74.35,   3.60,   1.99,   2.76,   61.96,   vc1,    90,    21,    5, 147.25,  24.56,  81.44,    EPN
2011020315.36P,2011-02-07T08:19:20,2011-02-03 03:35:52,   840,0.496,  -2.3048, -77.7611,  24.22, -20.92,   3.50,   4.35,  11.81,  124.88,   vc1,    70,     6,    1, 339.26, 116.28, 118.77,    EPN
2011020412.03P,2011-02-07T09:54:57,2011-02-04 12:03:10,   450,0.625,   0.4592, -81.1036,  12.99,  -9.69,   4.00,   2.81,   5.12,   25.86,   vc1,   120,    25,    1, 264.36, 127.90, 128.56,    EPN
2011020416.33P,2011-02-07T10:00:25,2011-02-04 04:32:48,   760,0.531,  -2.1004, -79.8369,  18.74, -15.44,   3.70,   6.01,   8.06,   57.05,   vc1,    90,    11,    1, 336.06, 149.41, 150.58,    EPN
2011020621.17P,2011-02-08T08:17:49,2011-02-06 09:16:34,    80,0.443,  -3.0204, -77.7548,  12.00,  -8.70,   4.20,   2.04,  13.52,  152.75,   vc1,   180,    23,    3, 295.46, 184.41, 184.80,    EPN
2011020803.59P,2011-02-08T11:02:37,2011-02-08 03:58:39,   470,0.657,  -2.8739, -80.3761,  12.00,  -8.70,   3.70,   5.28,  13.54,   57.26,   vc1,    80,    13,    1, 345.83, 246.80, 247.09,    EPN
2011020804.13P,2011-02-08T11:07:32,2011-02-08 04:13:09,   840,0.357,  -1.8795, -77.1855,  30.57, -27.27,   3.50,   2.88,   5.62,  110.60,   vc1,    70,    15,    2, 329.54, 144.63, 147.82,    EPN
2011020912.44P,2011-02-09T11:09:25,2011-02-09 12:44:25,   970,0.417,  -0.5792, -78.5299,   9.62,  -6.32,   4.00,   0.40,   0.87,  179.48,   vc1,   220,    45,   10, 111.26,   9.70,  13.66,    EPN
2011020914.41P,2011-02-10T02:32:15,2011-02-09 02:41:15,   460,0.130,  -1.7006, -79.0141,  12.00,  -8.70,   3.50,   1.40,   2.95,   76.38,   vc1,    80,     9,    2, 318.50,  47.83,  49.31,    EPN
2011020919.44P,2011-02-10T06:07:34,2011-02-09 07:43:45,   610,0.491,  -2.4448, -79.6793,  29.41, -26.11,   3.80,   3.20,   7.33,   58.59,   vc1,   100,    17,    3, 340.64, 156.92, 159.65,    EPN
2011021100.31P,2011-02-11T13:52:18,2011-02-11 12:30:51,   240,0.588,  -3.4344, -78.8638,  41.46, -38.16,   3.80,   2.66,  27.42,   11.66,   vc1,    90,    14,    4, 353.79, 217.49, 221.40,    EPN
2011021101.55P,2011-02-11T13:54:07,2011-02-11 01:54:43,   620,0.514,  -3.6368, -78.8375,  46.51, -43.21,   3.80,   3.03,  24.67,   10.47,   vc1,    80,    11,    2, 354.28, 239.55, 244.02,    EPN
2011021207.07P,2011-02-15T21:46:01,2011-02-12 07:06:48,   570,0.228,   0.6154, -78.9805,  10.69,  -7.39,   3.50,   1.61,   3.12,   67.85,   vc1,    70,    14,    1, 310.43,  72.74,  73.52,    EPN
2011021210.57P,2011-02-15T23:02:42,2011-02-12 10:56:57,   970,0.539,  -1.1174, -80.3081,  13.04,  -9.74,   3.60,   1.34,   2.02,   52.12,   vc1,    80,    15,    4, 157.39,  86.55,  87.53,    EPN
2011021304.13P,2011-02-16T00:53:10,2011-02-13 04:13:20,   750,0.622,  -0.7646, -80.2688,  12.00,  -8.70,   4.10,   1.13,   3.11,   61.81,   vc1,   160,    15,    1, 128.86,  56.37,  57.63,    EPN
2011021314.21P,2011-02-16T01:05:47,2011-02-13 02:21:18,   940,0.553,  -0.9587, -79.2441, 107.55,-104.25,   3.80,   1.21,   1.62,  174.39,   vc1,   140,    48,    9,  71.07,  29.19, 111.44,    EPN
2011021314.31P,2011-02-16T01:07:45,2011-02-13 02:31:36,   320,0.518,  -0.2155, -77.8556,  11.05,  -7.75,   3.60,   0.73,   1.12,   55.30,   vc1,   100,    40,   13, 142.75,  25.03,  27.36,    EPN
2011021414.39P,2011-02-16T02:33:09,2011-02-14 02:39:05,   540,0.569,  -2.1384, -79.6388,  95.87, -92.57,   3.90,   1.65,   3.94,   85.45,   vc1,   120,    38,   10, 222.74,  36.01, 102.41,    EPN
2011021504.07P,2011-02-16T03:25:19,2011-02-15 04:07:13,   660,0.425,  -1.5884, -77.7334,   8.87,  -5.57,   3.50,   1.67,   2.34,  105.58,   vc1,    80,    29,   10, 281.36,  77.00,  77.51,    EPN
2011021510.53P,2011-02-16T03:44:49,2011-02-15 10:53:42,   100,0.769,  -1.6553, -81.1221,  12.00,  -8.70,   3.90,   7.94,  24.76,    4.66,   vc1,   100,    12,    1, 280.20,  44.02,  45.63,    EPN
2011021600.47P,2011-02-16T03:58:27,2011-02-16 12:46:59,   450,0.490,  -2.0484, -77.2675,  17.38, -14.08,   3.50,   2.56,   9.62,  114.52,   vc1,    70,    16,    5, 331.07, 143.20, 144.25,    EPN
2011021609.48P,2011-02-18T14:56:40,2011-02-16 09:48:39,   460,0.762,  -1.5055, -80.8913,  12.00,  -8.70,   4.20,   3.00,  13.67,   13.19,   vc1,   180,    16,    2, 233.14,  33.78,  35.85,    EPN
2011021612.38P,2011-02-18T14:58:14,2011-02-16 12:38:30,    90,0.286,  -0.9603, -79.1797, 118.84,-115.54,   3.50,   2.07,   9.24,    1.53,   vc1,    80,    13,    3, 293.32,  84.13, 145.60,    EPN
2011021700.04P,2011-02-19T12:40:35,2011-02-17 12:04:44,   290,0.384,  -0.2536, -78.4889,  14.89, -11.59,   4.10,   0.56,   1.12,    6.52,   vc1,   240,    35,    7,  77.53,   4.64,  15.60,    EPN
2011021700.46P,2011-02-19T12:51:27,2011-02-17 12:46:24,   170,0.396,  -0.2412, -78.4982,  11.78,  -8.48,   3.90,   0.58,   1.51,    2.33,   vc1,   170,    26,    5,  88.59,   3.34,  12.24,    EPN
2011021810.34P,2011-02-21T14:28:33,2011-02-18 10:34:35,   260,0.268,  -1.2150, -78.4223,  17.07, -13.77,   3.50,   0.47,   1.79,    9.15,   vc1,    80,    29,    7, 162.90,  17.86,  24.71,    EPN
2011021904.53P,2011-02-21T15:47:57,2011-02-19 04:52:54,   890,0.680,  -0.3841, -79.2740,  39.48, -36.18,   3.60,   1.45,   1.74,    7.85,   vc1,   100,    38,    9, 105.22,  21.47,  44.94,    EPN
2011022018.05P,2011-02-22T17:47:37,2011-02-20 06:05:04,   630,0.658,  -0.4076, -78.9975,  78.72, -75.42,   3.70,   1.76,   4.47,  143.45,   vc1,   110,    27,    8, 122.48,  48.62,  92.52,    EPN
2011022104.13P,2011-02-23T23:48:54,2011-02-21 04:13:30,   340,1.412,   0.3590, -80.1949,  12.00,  -8.70,   3.70,   3.97,   6.98,   55.12,   vc1,    90,    21,    4, 228.10,  66.93,  68.00,    EPN
2011022111.36P,2011-02-23T23:51:13,2011-02-21 11:36:34,   430,0.587,  -0.3804, -77.4293,  24.48, -21.18,   3.50,   1.13,   3.79,    9.25,   vc1,    85,    23,    7, 246.04,  38.94,  46.00,    EPN
2011022120.14P,2011-02-24T06:33:00,2011-02-21 08:13:49,   700,0.488,  -1.5561, -77.9969, 183.13,-179.83,   3.60,   7.55,  18.73,    2.05,   vc1,    90,     8,    1, 300.16,  47.73, 189.25,    EPN
2011022400.25P,2011-02-28T17:06:21,2011-02-24 12:24:57,   560,0.760,  -0.8740, -79.2752,  27.88, -24.58,   3.60,   0.95,   1.47,  170.48,   vc1,   210,    53,   16,  96.95,  30.82,  41.56,    EPN
2011030121.22P,2011-03-06T16:19:56,2011-03-01 09:21:32,     0,0.662,  -3.1027, -81.1489,  10.00,  -6.70,   3.50,   3.65,   4.83,   90.20,   vc1,   130,    27,    2, 302.81, 176.81, 177.09,    EPN
2011032011.39P,2011-03-23T16:54:15,2011-03-20 11:39:43,   320,0.383,  -0.3588, -77.8498,   7.14,  -3.84,   4.10,   0.51,   1.81,    9.44,   vc1,   400,    38,    3, 200.69,  36.03,  36.73,    EPN
2011032011.43P,2011-03-23T16:55:56,2011-03-20 11:43:30,   530,0.497,  -0.3500, -77.8514,   7.57,  -4.27,   4.00,   0.86,   2.42,    6.75,   vc1,   350,    35,    5, 212.68,  36.14,  36.93,    EPN
2011032220.22P,2012-03-01T12:49:55,2011-03-22 08:22:38,   450,0.627,  -0.3410, -77.8699,  12.00,  -8.70,   4.00,   1.42,   3.41,  173.86,     -,     0,    14,    3, 198.42,  69.75,  70.77,    EPN
2011032403.03P,2011-03-28T18:18:37,2011-03-24 03:03:51,   640,0.744,  -1.0353, -78.3074,  11.56,  -8.26,   3.50,   0.72,   2.04,    5.00,   vc1,   200,    50,   10, 158.36,   9.05,  14.68,    EPN
2011032621.58P,2011-04-03T16:00:02,2011-03-26 09:57:49,   750,0.515,  -3.3993, -80.0213,  32.45, -29.15,   3.90,   2.27,   4.13,  129.59,   vc1,   240,    47,    3, 303.07, 149.64, 153.12,    EPN
2011032817.09P,2011-04-05T18:38:07,2011-03-28 05:08:46,   920,0.654,  -3.0195, -80.5890,  12.00,  -8.70,   4.10,   3.29,   5.29,  121.21,   vc1,   300,    38,    1, 298.94, 128.51, 129.06,    EPN
2011032919.37P,2011-04-06T19:28:34,2011-03-29 07:37:03,   330,0.706,  -2.7443, -79.2058,  12.00,  -8.70,   3.50,   1.93,   4.94,   48.11,   vc1,   150,    31,   11, 280.91, 112.91, 113.54,    EPN
2011033019.41P,2011-04-07T23:54:56,2011-03-30 07:40:50,   480,0.687,  -2.6718, -80.2468,  42.54, -39.24,   3.80,   2.12,   3.32,  106.55,   vc1,   220,    52,   10, 283.19,  76.04,  87.13,    EPN
2011033106.44P,2011-04-08T00:58:52,2011-03-31 06:44:30,   380,0.769,  -1.6023, -81.8488,  12.00,  -8.70,   4.10,   3.28,   5.25,   34.26,   vc1,   300,    42,    5, 318.25, 138.65, 139.17,    EPN
2011040117.35P,2011-04-12T17:50:07,2011-04-01 05:35:26,    20,0.284,  -1.6148, -77.8495, 222.02,-218.72,   3.50,   2.23,   4.77,   51.95,   vc1,   150,    12,    1, 269.38,  65.30, 231.42,    EPN
2011040202.00P,2011-04-12T18:52:55,2011-04-02 02:00:07,   790,0.439,  -2.7895, -79.2575,  10.38,  -7.08,   3.70,   4.24,  19.01,   39.27,   vc1,   200,     9,    1, 347.40, 167.08, 167.40,    EPN
2011040301.37P,2011-04-12T20:31:38,2011-04-03 01:37:08,   500,0.460,  -0.9520, -79.2249,  98.01, -94.71,   3.60,   1.32,   2.07,    4.75,   vc1,   200,    20,    4,  97.92,  77.43, 124.91,    EPN
2011040708.04P,2011-04-14T17:40:25,2011-04-07 08:04:32,   260,0.471,  -2.0840, -77.1670,  12.00,  -8.70,   3.80,   1.48,   4.99,   96.19,   vc1,   240,    33,    6, 294.11, 155.00, 155.46,    EPN
2011041012.02P,2011-04-16T01:20:16,2011-04-10 12:02:15,   270,0.860,  -2.4848, -80.8689,  12.00,  -8.70,   3.60,   3.01,   4.74,  136.92,   vc1,   160,    38,    4, 296.87, 112.57, 113.20,    EPN
2011041412.19P,2011-04-17T17:35:54,2011-04-14 12:19:42,   970,0.587,   0.2674, -79.9859,  22.79, -19.49,   3.90,   1.40,   3.15,   50.32,   vc1,   280,    37,    3, 222.78,  44.46,  49.96,    EPN
2011041923.45P,2011-04-27T17:53:42,2011-04-19 11:44:52,   580,0.620,  -2.2534, -79.5813,  80.61, -77.31,   3.80,   1.71,   3.86,   92.55,   vc1,   240,    44,    8, 236.26,  46.73,  93.18,    EPN
2011042022.28P,2011-04-27T18:57:15,2011-04-20 10:27:54,   220,0.519,  -4.0793, -79.6927, 111.37,-108.07,   4.10,   3.41,   6.22,   86.70,   vc1,   300,    45,    3, 314.78, 226.83, 252.70,    EPN
